UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action
8873,M23732,M,297.9,309.1,1614,38.1,62,0,9.98147e-05,0.00998147,Low,Normal,7.6391574e-05,6.34952e-06,2.357853e-05,7.6391574e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8874,H38287,H,298.0,309.1,1557,36.4,65,0,0.00036803732,0.036803734,Low,Normal,3.1795335e-05,1.8048808e-05,2.800229e-05,3.1795335e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8875,L56054,L,298.1,309.3,1443,45.3,70,0,0.00088593777,0.08859377,Low,Normal,2.2070013e-05,4.390892e-06,1.9989186e-05,1.0092298e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
8876,H38289,H,298.1,309.3,1332,51.0,72,0,0.0006904375,0.06904375,Low,Normal,0.0005703994,1.6104357e-05,0.0005703994,1.1491463e-05,1.8788944e-05,No Major Risk Factor,정상 모니터링
8877,M23736,M,298.1,309.3,1752,25.2,77,0,0.00048283752,0.048283752,Low,Normal,0.0001006924,7.236025e-05,2.974309e-05,0.0001006924,1.7669732e-05,High RPM,정상 모니터링
8878,M23737,M,298.1,309.2,1460,45.8,80,0,0.0004676587,0.04676587,Low,Normal,4.217339e-05,3.6628012e-06,4.217339e-05,2.765261e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8879,L56058,L,298.1,309.2,1802,26.9,83,0,0.0011401762,0.11401762,Low,Normal,7.924528e-05,7.924528e-05,2.7124006e-05,3.181247e-05,2.2070013e-05,High RPM,정상 모니터링
8880,L56059,L,298.0,309.2,1527,39.5,85,0,0.00026744636,0.026744636,Low,Normal,2.2414884e-05,8.471238e-06,2.2414884e-05,2.0242327e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
8881,L56060,L,298.0,309.2,1458,39.8,87,0,0.0007100259,0.07100259,Low,Normal,3.1902793e-05,1.5651725e-05,2.7124006e-05,3.1902793e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
8882,H38295,H,298.0,309.2,1520,37.9,89,0,0.0005160108,0.05160108,Low,Normal,3.7382088e-05,1.9974723e-05,2.8162789e-05,3.7382088e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8883,L56062,L,298.0,309.2,1378,49.7,94,0,0.0007124392,0.07124392,Low,Normal,0.00017846875,9.119675e-06,0.00017846875,4.9750437e-05,2.2719298e-05,No Major Risk Factor,정상 모니터링
8884,M23743,M,297.9,309.2,1529,38.1,96,0,0.00020218611,0.02021861,Low,Normal,9.786115e-05,1.6281216e-05,2.8695646e-05,9.786115e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8885,L56064,L,298.0,309.2,1527,32.4,99,0,0.00025729527,0.025729526,Low,Normal,4.9225233e-05,4.4999644e-05,2.6168796e-05,4.9225233e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
8886,M23745,M,298.0,309.2,1438,42.9,101,0,0.0019929155,0.19929156,Low,Normal,9.3396295e-05,5.802745e-06,2.3713672e-05,9.3396295e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8887,L56066,L,297.9,309.0,1583,36.7,104,0,0.00040025645,0.040025644,Low,Normal,4.5198554e-05,2.507157e-05,2.6168796e-05,4.5198554e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
8888,L56067,L,297.8,308.9,1530,37.6,106,0,0.00049054425,0.049054425,Low,Normal,0.00016773782,0.00016773782,2.6733975e-05,0.00013008849,2.2070013e-05,No Major Risk Factor,정상 모니터링
8889,M23748,M,297.7,308.9,1530,39.1,108,0,0.00024080146,0.024080146,Low,Normal,0.00025211004,0.0001101197,2.7588787e-05,0.00025211004,1.7669732e-05,No Major Risk Factor,정상 모니터링
8890,M23749,M,297.7,308.8,2089,19.1,111,0,0.0011336991,0.11336991,Low,Normal,0.0013641384,0.0013641384,2.9315395e-05,0.0011506452,1.7669732e-05,High RPM,정상 모니터링
8891,L56070,L,297.7,308.8,1616,34.2,114,0,0.00023816105,0.023816105,Low,Normal,0.00013801726,0.00013801726,2.6733975e-05,0.00013201454,2.2070013e-05,No Major Risk Factor,정상 모니터링
8892,M23751,M,297.7,308.9,1681,28.3,116,0,0.0004278445,0.04278445,Low,Normal,0.00051692594,0.00051692594,2.9315395e-05,0.0002570655,1.7669732e-05,No Major Risk Factor,정상 모니터링
8893,L56072,L,297.6,308.8,1475,43.0,119,0,0.00021477343,0.021477344,Low,Normal,0.00026604277,2.9034447e-05,2.121404e-05,0.00026604277,2.2070013e-05,No Major Risk Factor,정상 모니터링
8894,L56073,L,297.5,308.7,1371,46.5,121,0,0.00068615837,0.06861584,Low,Normal,0.00017983156,5.4818232e-05,7.46868e-05,0.00017983156,2.0693717e-05,No Major Risk Factor,정상 모니터링
8895,M23754,M,297.5,308.7,1546,38.0,123,0,0.00019114606,0.019114606,Low,Normal,0.00023945478,5.792051e-05,2.9315395e-05,0.00023945478,1.7669732e-05,No Major Risk Factor,정상 모니터링
8896,H38309,H,297.4,308.6,1461,40.1,126,0,0.0005151596,0.051515963,Low,Normal,0.00021682461,0.00013971826,2.9897164e-05,0.00021682461,1.7669732e-05,No Major Risk Factor,정상 모니터링
8897,L56076,L,297.4,308.7,1638,31.9,131,0,8.273153e-05,0.008273153,Low,Normal,0.00013219139,7.536569e-05,2.5817453e-05,0.00013219139,2.2070013e-05,No Major Risk Factor,정상 모니터링
8898,M23757,M,297.3,308.7,1577,35.6,133,0,0.00014709546,0.014709546,Low,Normal,0.00023253736,0.00015777696,2.8310378e-05,0.00023253736,1.7669732e-05,No Major Risk Factor,정상 모니터링
8899,L56078,L,297.4,308.6,1532,38.7,136,0,0.00020019396,0.020019395,Low,Normal,0.00020612647,0.00012550961,2.6827984e-05,0.00020612647,2.2070013e-05,No Major Risk Factor,정상 모니터링
8900,M23759,M,297.3,308.5,1710,27.7,138,0,0.00036810295,0.036810294,Low,Normal,0.00020386562,0.00020386562,2.8310378e-05,0.00019625861,1.7669732e-05,High RPM,정상 모니터링
8901,M23760,M,297.3,308.6,1584,29.4,141,0,0.00036406858,0.036406856,Low,Normal,0.00033323906,0.00033323906,2.8310378e-05,0.00019072332,1.7669732e-05,No Major Risk Factor,정상 모니터링
8902,L56081,L,297.3,308.6,1446,50.1,144,0,0.00022296075,0.022296075,Low,Normal,0.00012890113,2.9465544e-05,2.6034331e-05,0.00012890113,2.2802824e-05,No Major Risk Factor,정상 모니터링
8903,H38316,H,297.4,308.7,1522,46.3,146,0,0.00017257189,0.01725719,Low,Normal,0.00014263327,4.966109e-05,3.4430275e-05,0.00014263327,2.3098975e-05,No Major Risk Factor,정상 모니터링
8904,M23763,M,297.4,308.7,1382,49.9,151,0,0.0003852825,0.03852825,Low,Normal,0.0001532346,0.0001532346,3.2171465e-05,0.00013149818,2.4385019e-05,No Major Risk Factor,정상 모니터링
8905,L56084,L,297.4,308.7,1584,38.2,154,0,0.00012989773,0.0129897725,Low,Normal,8.52185e-05,7.500749e-05,2.1334186e-05,8.52185e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
8906,L56085,L,297.3,308.6,1385,55.2,156,0,0.00080429553,0.080429554,Low,Normal,9.090064e-05,9.090064e-05,2.6966214e-05,6.3513835e-05,7.666641e-05,High Torque,정상 모니터링
8907,L56086,L,297.3,308.7,1592,34.4,158,0,0.00015184643,0.015184643,Low,Normal,0.00014534984,0.00014534984,2.4718427e-05,0.00010042945,2.2070013e-05,No Major Risk Factor,정상 모니터링
8908,M23767,M,297.2,308.6,1404,43.7,160,0,0.00036496946,0.036496945,Low,Normal,0.00016677724,6.999414e-05,2.6928104e-05,0.00016677724,1.7669732e-05,No Major Risk Factor,정상 모니터링
8909,L56088,L,297.2,308.5,1518,44.3,163,0,0.00017744118,0.017744118,Low,Normal,0.000107730426,2.5104395e-05,3.546786e-05,0.000107730426,2.2070013e-05,No Major Risk Factor,정상 모니터링
8910,L56089,L,297.1,308.4,1529,40.4,165,0,0.00014473287,0.014473286,Low,Normal,0.00010445857,5.3502194e-05,2.3623905e-05,0.00010445857,2.2070013e-05,No Major Risk Factor,정상 모니터링
8911,L56090,L,297.1,308.4,1550,37.0,167,0,0.00031822914,0.031822912,Low,Normal,0.00010775169,7.70689e-05,2.581627e-05,0.00010775169,2.2070013e-05,No Major Risk Factor,정상 모니터링
8912,L56091,L,297.1,308.3,1773,23.8,169,0,0.0009878846,0.098788455,Low,Normal,0.00017185413,0.00017185413,2.3787352e-05,9.1126385e-05,2.2070013e-05,High RPM,정상 모니터링
8913,L56092,L,297.2,308.5,1446,43.7,171,0,0.0003917952,0.039179523,Low,Normal,0.0004131014,4.615164e-05,2.3623905e-05,0.0004131014,2.2070013e-05,No Major Risk Factor,정상 모니터링
8914,M23773,M,297.2,308.5,1487,46.9,173,0,0.00041568454,0.041568454,Low,Normal,0.0008218795,4.0323648e-05,2.5881644e-05,0.0008218795,2.3560413e-05,No Major Risk Factor,정상 모니터링
8915,M23774,M,297.3,308.5,1524,49.3,176,0,0.00035269975,0.035269976,Low,Normal,0.00090640376,3.5747733e-05,2.5327576e-05,0.00090640376,4.4236247e-05,No Major Risk Factor,정상 모니터링
8916,L56095,L,297.1,308.3,1403,54.1,179,0,0.00045508397,0.045508396,Low,Normal,0.00039091884,5.019587e-05,2.512159e-05,0.0003858322,0.00039091884,High Torque,정상 모니터링
8917,L56096,L,297.1,308.2,2267,15.7,181,0,0.018894311,1.8894311,Low,Normal,0.0019761776,0.0019761776,2.1171638e-05,0.0012604144,2.2070013e-05,High RPM,정상 모니터링
8918,M23777,M,297.1,308.2,1529,37.9,183,0,0.0006898705,0.06898705,Low,Normal,0.00083411566,0.0003553976,3.089183e-05,0.00083411566,1.8798122e-05,No Major Risk Factor,정상 모니터링
8919,L56098,L,297.1,308.2,1402,51.2,186,0,0.0003537106,0.03537106,Low,Normal,0.00037710872,4.2533622e-05,2.6103793e-05,0.00037710872,0.00013532554,No Major Risk Factor,정상 모니터링
8920,L56099,L,297.2,308.3,1693,28.0,188,0,0.0018500086,0.18500087,Low,Normal,0.0006801238,0.0006801238,2.343374e-05,0.0005515216,2.4018173e-05,No Major Risk Factor,정상 모니터링
8921,L56100,L,297.1,308.3,1496,45.8,190,0,0.0003138049,0.03138049,Low,Normal,0.00038889662,3.160229e-05,2.912838e-05,0.00038889662,3.596082e-05,No Major Risk Factor,정상 모니터링
8922,L56101,L,297.1,308.1,1633,33.3,192,0,0.0004110417,0.041104168,Low,Normal,0.00024118702,0.0001971262,2.7101278e-05,0.00024118702,2.425109e-05,No Major Risk Factor,정상 모니터링
8923,L56102,L,297.1,308.2,1399,42.6,194,0,0.0020662616,0.20662616,Low,Normal,0.00023539466,0.00012517699,2.7101278e-05,0.00023539466,2.425109e-05,No Major Risk Factor,정상 모니터링
8924,M23783,M,297.0,308.1,1363,45.3,196,0,0.0033064976,0.33064976,Low,Normal,0.00024591142,0.00024591142,0.00018765744,0.0002362804,2.4130808e-05,High Tool Wear,정상 모니터링
8925,H38338,H,297.1,308.2,1527,42.2,199,0,0.0005573191,0.055731907,Low,Normal,0.000693979,0.000693979,2.3152013e-05,0.0003812194,1.9371424e-05,High Tool Wear,정상 모니터링
8926,M23785,M,297.2,308.2,1405,42.5,204,0,0.041595258,4.159526,Low,Normal,0.06484179,0.06484179,3.4333585e-05,0.0005124547,2.3927707e-05,High Tool Wear,정상 모니터링
8927,M23786,M,297.3,308.3,1459,59.6,207,1,0.9957912,99.57912,Critical,OSF,0.99923086,0.089117445,3.0252026e-05,0.998374,0.99923086,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
8928,M23787,M,297.4,308.4,1789,25.0,210,0,0.047645565,4.7645564,Low,Normal,0.07828591,0.07828591,2.983465e-05,0.0004916912,4.1993477e-05,High Tool Wear,정상 모니터링
8929,L56108,L,297.4,308.4,1531,41.5,213,0,0.022104196,2.2104197,Low,Normal,0.021688018,0.021688018,2.7363785e-05,0.0002542199,5.903681e-05,High Tool Wear,정상 모니터링
8930,M23789,M,297.4,308.4,1620,35.8,215,0,0.074854255,7.4854255,Low,Normal,0.5053826,0.5053826,3.58666e-05,0.0004668732,4.43215e-05,High Tool Wear,정상 모니터링
8931,L56110,L,297.4,308.4,1571,39.4,0,0,0.00024353986,0.024353987,Low,Normal,0.00039147562,2.1901442e-05,2.7846796e-05,0.00039147562,2.2070013e-05,No Major Risk Factor,정상 모니터링
8932,L56111,L,297.4,308.4,1434,39.9,2,0,0.0021880714,0.21880713,Low,Normal,0.00039147562,0.00012355046,3.3697062e-05,0.00039147562,2.2070013e-05,No Major Risk Factor,정상 모니터링
8933,L56112,L,297.4,308.4,1474,43.6,4,0,0.00071027695,0.071027696,Low,Normal,0.00039147562,1.2792207e-05,2.5118765e-05,0.00039147562,2.2070013e-05,No Major Risk Factor,정상 모니터링
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0.0003282549,0.03282549,Low,Normal,0.00039826435,1.7180984e-05,2.5967904e-05,0.00039826435,1.7669732e-05,No Major Risk Factor,정상 모니터링
8935,L56114,L,297.3,308.2,1601,35.7,9,0,0.00081770687,0.08177069,Low,Normal,0.0002731096,0.0002731096,3.3697062e-05,0.00015338855,2.2070013e-05,No Major Risk Factor,정상 모니터링
8936,L56115,L,297.4,308.3,1801,26.9,11,0,0.0005430016,0.05430016,Low,Normal,0.00015338855,0.00012438194,3.3697062e-05,0.00015338855,2.2070013e-05,High RPM,정상 모니터링
8937,L56116,L,297.4,308.3,1465,42.0,13,0,0.00066113926,0.06611393,Low,Normal,0.00012612052,1.8342385e-05,2.7846796e-05,0.00012612052,2.2070013e-05,No Major Risk Factor,정상 모니터링
8938,M23797,M,297.4,308.4,1340,52.6,15,0,0.0006423135,0.06423135,Low,Normal,0.00026495228,2.8368942e-05,0.00026495228,0.00024540036,1.9298644e-05,High Torque,정상 모니터링
8939,M23798,M,297.4,308.4,1517,41.0,18,0,0.0002834374,0.02834374,Low,Normal,0.00024059469,2.4880477e-05,2.8788156e-05,0.00024059469,1.7669732e-05,No Major Risk Factor,정상 모니터링
8940,M23799,M,297.3,308.4,1434,44.8,21,0,0.0019902429,0.19902429,Low,Normal,0.00024252564,1.7625234e-05,2.5967904e-05,0.00024252564,1.7669732e-05,No Major Risk Factor,정상 모니터링
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0.0013758268,0.13758267,Low,Normal,0.00047974265,0.00047974265,3.4189303e-05,0.00010605533,1.7669732e-05,High RPM,정상 모니터링
8942,M23801,M,297.3,308.3,1595,32.2,29,0,0.00014671458,0.014671458,Low,Normal,0.00028690032,6.991909e-05,3.4836183e-05,0.00028690032,1.7669732e-05,No Major Risk Factor,정상 모니터링
8943,L56122,L,297.3,308.3,2188,17.0,32,0,0.0019027005,0.19027005,Low,Normal,0.0005311617,0.0005311617,3.3697062e-05,0.00010322233,2.2070013e-05,High RPM,정상 모니터링
8944,M23803,M,297.3,308.4,1449,44.4,34,0,0.0013167772,0.13167772,Low,Normal,0.00025533876,1.672136e-05,2.5967904e-05,0.00025533876,1.7669732e-05,No Major Risk Factor,정상 모니터링
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0.0012294948,0.12294948,Low,Normal,0.00014394864,0.00014394864,3.031215e-05,0.00013538504,2.2070013e-05,No Major Risk Factor,정상 모니터링
8946,L56125,L,297.4,308.2,1639,33.8,39,0,0.00017203316,0.017203316,Low,Normal,0.0001268704,5.509232e-05,3.031215e-05,0.0001268704,2.1970412e-05,No Major Risk Factor,정상 모니터링
8947,M23806,M,297.3,308.2,1846,24.5,41,0,0.0007286147,0.07286147,Low,Normal,0.00023984368,0.00016992052,3.1336847e-05,0.00023984368,1.7669732e-05,High RPM,정상 모니터링
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0.0011143523,0.11143523,Low,Normal,0.00047459046,0.00047459046,3.1336847e-05,0.00020134886,1.7669732e-05,No Major Risk Factor,정상 모니터링
8949,M23808,M,297.4,308.3,1483,41.9,47,0,0.00039908718,0.03990872,Low,Normal,0.00019116537,2.5466137e-05,2.357853e-05,0.00019116537,1.7669732e-05,No Major Risk Factor,정상 모니터링
8950,L56129,L,297.4,308.3,1284,60.3,50,0,0.0017858291,0.1785829,Low,Normal,0.0004158373,2.5674508e-05,0.0004158373,6.3703446e-05,0.000120817844,High Torque,정상 모니터링
8951,L56130,L,297.4,308.2,1419,50.0,52,0,0.00048417615,0.048417617,Low,Normal,6.0580416e-05,1.19226115e-05,3.065167e-05,6.0580416e-05,2.2699916e-05,No Major Risk Factor,정상 모니터링
8952,L56131,L,297.3,308.1,1763,28.4,54,0,0.00023572122,0.023572123,Low,Normal,8.811904e-05,8.811904e-05,3.031215e-05,8.383687e-05,2.1970412e-05,High RPM,정상 모니터링
8953,M23812,M,297.2,308.0,1478,42.5,56,0,0.0002824773,0.028247729,Low,Normal,0.00014870471,1.5615451e-05,2.357853e-05,0.00014870471,1.7669732e-05,No Major Risk Factor,정상 모니터링
8954,L56133,L,297.3,308.0,1518,36.0,59,0,0.0005736109,0.05736109,Low,Normal,0.0001533647,0.00013667501,2.6815735e-05,0.0001533647,2.1970412e-05,No Major Risk Factor,정상 모니터링
8955,L56134,L,297.3,308.0,1447,49.0,61,0,0.0010177342,0.10177342,Low,Normal,4.40058e-05,1.3599105e-05,3.0336096e-05,4.40058e-05,2.2699916e-05,No Major Risk Factor,정상 모니터링
8956,M23815,M,297.4,308.0,1355,55.1,63,0,0.00079664227,0.07966423,Low,Normal,0.00012521567,2.9272569e-05,0.00012521567,9.087871e-05,3.2305292e-05,High Torque,정상 모니터링
8957,L56136,L,297.4,308.1,1348,57.4,66,0,0.0007461221,0.07461221,Low,Normal,0.00011924624,1.534714e-05,9.4173374e-05,2.5955944e-05,0.00011924624,High Torque,정상 모니터링
8958,L56137,L,297.4,308.1,1348,53.7,68,0,0.0005694124,0.05694124,Low,Normal,0.00010805759,1.534714e-05,0.00010805759,2.6272244e-05,2.4838631e-05,High Torque,정상 모니터링
8959,M23818,M,297.4,308.1,1734,27.7,70,0,0.00025593687,0.025593687,Low,Normal,0.00018414627,6.514542e-05,2.8532115e-05,0.00018414627,1.7669732e-05,High RPM,정상 모니터링
8960,L56139,L,297.3,308.0,1420,46.5,73,0,0.00082278025,0.08227803,Low,Normal,4.4194505e-05,1.6486112e-05,2.4718544e-05,4.4194505e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
8961,L56140,L,297.3,307.9,1797,24.7,75,0,0.00060568965,0.060568966,Low,Normal,0.00017248568,8.720279e-05,2.759913e-05,0.00017248568,2.1970412e-05,High RPM,정상 모니터링
8962,M23821,M,297.3,308.0,1403,45.0,77,0,0.0006275289,0.06275289,Low,Normal,9.40488e-05,2.8456298e-05,2.4579269e-05,9.40488e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
8963,L56142,L,297.3,307.9,1628,30.2,80,0,0.00026148956,0.026148956,Low,Normal,9.965816e-05,9.965816e-05,2.7124006e-05,9.245745e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
8964,M23823,M,297.2,307.9,1687,30.4,82,0,0.00027307108,0.027307108,Low,Normal,0.00019041768,6.695125e-05,2.974309e-05,0.00019041768,1.7669732e-05,No Major Risk Factor,정상 모니터링
8965,M23824,M,297.2,307.9,1456,44.9,85,0,0.00041009547,0.041009545,Low,Normal,0.00012095951,1.27717285e-05,2.2171334e-05,0.00012095951,1.7669732e-05,No Major Risk Factor,정상 모니터링
8966,L56145,L,297.1,307.9,1496,44.7,88,0,0.00051384897,0.051384896,Low,Normal,0.00011824867,1.469239e-05,4.082923e-05,0.00011824867,2.1970412e-05,No Major Risk Factor,정상 모니터링
8967,L56146,L,297.1,307.8,1636,30.3,90,0,0.00037264975,0.037264977,Low,Normal,0.0002509747,7.252923e-05,2.6168796e-05,0.0002509747,2.1970412e-05,No Major Risk Factor,정상 모니터링
8968,L56147,L,297.1,307.8,1536,40.4,92,0,0.00033182895,0.033182897,Low,Normal,0.00016386062,1.793724e-05,2.162551e-05,0.00016386062,2.1970412e-05,No Major Risk Factor,정상 모니터링
8969,L56148,L,297.1,307.8,1454,50.6,94,0,0.00038540518,0.038540516,Low,Normal,0.00018135013,1.6379987e-05,2.770709e-05,0.00018135013,2.997896e-05,No Major Risk Factor,정상 모니터링
8970,L56149,L,297.0,307.8,1396,50.0,96,0,0.00041046843,0.041046843,Low,Normal,0.00021408463,2.956885e-05,3.062637e-05,0.00021408463,2.1006523e-05,No Major Risk Factor,정상 모니터링
8971,L56150,L,297.0,307.6,1575,37.4,98,0,0.00079898763,0.07989876,Low,Normal,0.00018927349,8.8500856e-05,2.6168796e-05,0.00018927349,2.1970412e-05,No Major Risk Factor,정상 모니터링
8972,L56151,L,296.9,307.6,1514,35.7,100,0,0.0012064823,0.12064823,Low,Normal,0.00019201299,0.00019201299,2.6168796e-05,0.00017256761,2.1970412e-05,No Major Risk Factor,정상 모니터링
8973,M23832,M,296.8,307.4,1455,49.9,102,0,0.000301595,0.0301595,Low,Normal,0.00052848464,1.7974193e-05,2.8289165e-05,0.00052848464,1.8256438e-05,No Major Risk Factor,정상 모니터링
8974,L56153,L,296.8,307.4,1549,48.3,105,0,0.00025174016,0.025174016,Low,Normal,0.00034505347,7.937872e-06,2.4569988e-05,0.00034505347,3.6440604e-05,No Major Risk Factor,정상 모니터링
8975,L56154,L,296.8,307.5,1474,42.4,107,0,0.00044428863,0.044428863,Low,Normal,0.00016581903,1.529896e-05,2.2092567e-05,0.00016581903,2.1970412e-05,No Major Risk Factor,정상 모니터링
8976,H38389,H,296.7,307.4,1661,34.2,109,0,0.000675925,0.0675925,Low,Normal,0.00017257189,9.4991585e-05,2.8771028e-05,0.00017257189,1.7669732e-05,No Major Risk Factor,정상 모니터링
8977,L56156,L,296.7,307.4,1535,34.6,114,0,0.00076074025,0.07607403,Low,Normal,0.00016792632,0.00013246584,2.6733975e-05,0.00016792632,2.1970412e-05,No Major Risk Factor,정상 모니터링
8978,M23837,M,296.9,307.5,1556,31.2,116,0,0.0011043835,0.11043835,Low,Normal,0.00028997168,7.465889e-05,2.9315395e-05,0.00028997168,1.7669732e-05,No Major Risk Factor,정상 모니터링
8979,L56158,L,296.9,307.6,1435,45.0,119,0,0.001353341,0.1353341,Low,Normal,0.00037286582,2.553715e-05,2.0708265e-05,0.00037286582,2.1970412e-05,No Major Risk Factor,정상 모니터링
8980,M23839,M,296.9,307.5,1332,51.1,121,0,0.00038599956,0.038599957,Low,Normal,0.0003759631,2.7466505e-05,0.0003759631,0.0002286529,1.8788944e-05,No Major Risk Factor,정상 모니터링
8981,L56160,L,297.0,307.6,1513,42.4,124,0,0.00041504545,0.041504543,Low,Normal,0.00022979641,1.29855625e-05,2.0708265e-05,0.00022979641,2.1970412e-05,No Major Risk Factor,정상 모니터링
8982,L56161,L,297.0,307.7,1502,39.4,126,0,0.0008901101,0.089011006,Low,Normal,0.00020393814,0.000112037145,2.6733975e-05,0.00020393814,2.1970412e-05,No Major Risk Factor,정상 모니터링
8983,L56162,L,297.0,307.7,1315,60.1,128,0,0.0018067523,0.18067522,Low,Normal,0.00036370553,4.8680497e-05,0.00036370553,0.00015110936,0.00014544162,High Torque,정상 모니터링
8984,M23843,M,297.0,307.7,1261,51.1,130,0,0.0010096937,0.100969374,Low,Normal,0.00033799346,7.581441e-05,0.00033799346,0.00021338298,1.9127203e-05,No Major Risk Factor,정상 모니터링
8985,L56164,L,297.1,307.8,1406,60.4,133,0,0.0070880037,0.7088004,Low,Normal,0.0001946182,7.790446e-05,2.947077e-05,0.0001946182,0.00017729777,High Torque,정상 모니터링
8986,L56165,L,297.1,307.8,1584,42.3,135,0,0.0001915772,0.01915772,Low,Normal,0.00018906317,9.070409e-06,3.9088434e-05,0.00018906317,2.1970412e-05,No Major Risk Factor,정상 모니터링
8987,M23846,M,297.1,307.8,1443,43.9,137,0,0.0005284227,0.05284227,Low,Normal,0.00025648894,2.1145144e-05,2.5390767e-05,0.00025648894,1.7669732e-05,No Major Risk Factor,정상 모니터링
8988,L56167,L,297.2,307.9,1580,35.8,140,0,0.0005051917,0.05051917,Low,Normal,0.00024991235,0.00024991235,2.5817453e-05,0.000114443865,2.1970412e-05,No Major Risk Factor,정상 모니터링
8989,L56168,L,297.2,307.9,1825,24.6,142,0,0.0007778907,0.07778907,Low,Normal,8.8130386e-05,8.8130386e-05,2.5817453e-05,7.890219e-05,2.1970412e-05,High RPM,정상 모니터링
8990,L56169,L,297.2,307.9,1469,48.2,144,0,0.000522534,0.052253403,Low,Normal,9.8020675e-05,2.2909235e-05,2.6907466e-05,9.8020675e-05,2.2025082e-05,No Major Risk Factor,정상 모니터링
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0.0012737493,0.12737493,Low,Normal,0.00024636294,0.00024636294,2.801952e-05,0.00010167617,2.1970412e-05,No Major Risk Factor,정상 모니터링
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0.0017554933,0.17554933,Low,Normal,0.0006273519,0.0006273519,2.8310378e-05,0.00012309925,1.7669732e-05,No Major Risk Factor,정상 모니터링
8993,H38406,H,297.2,307.9,1450,37.2,151,0,0.001339459,0.1339459,Low,Normal,0.0004548669,0.0004548669,3.0154528e-05,0.00010736809,1.7669732e-05,No Major Risk Factor,정상 모니터링
8994,M23853,M,297.2,307.9,1632,37.5,156,0,0.0002528676,0.025286762,Low,Normal,0.00014741828,3.4760655e-05,2.339422e-05,0.00014741828,1.7669732e-05,No Major Risk Factor,정상 모니터링
8995,M23854,M,297.1,307.9,1980,20.3,159,0,0.001943826,0.1943826,Low,Normal,0.0004853677,0.0004853677,2.6084257e-05,9.177003e-05,1.7669732e-05,High RPM,정상 모니터링
8996,L56175,L,297.2,308.0,1474,43.7,162,0,0.00081580045,0.08158004,Low,Normal,0.00011899896,0.00011899896,2.1830023e-05,9.541564e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0.00076834497,0.0768345,Low,Normal,0.00020388991,0.00020388991,2.581627e-05,8.277004e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
8998,M23857,M,297.1,307.9,1609,38.9,166,0,0.00041024643,0.041024644,Low,Normal,0.00017522987,6.439307e-05,2.6928104e-05,0.00017522987,1.7669732e-05,No Major Risk Factor,정상 모니터링
8999,L56178,L,297.1,308.0,1467,42.8,169,0,0.00097001536,0.09700154,Low,Normal,0.0001405947,0.00012549573,2.3623905e-05,0.0001405947,2.2070013e-05,No Major Risk Factor,정상 모니터링
9000,L56179,L,297.1,307.9,1492,39.4,171,0,0.0021711509,0.21711509,Low,Normal,0.00093113416,0.00093113416,2.8587021e-05,0.00036698257,2.1970412e-05,No Major Risk Factor,정상 모니터링
9001,L56180,L,297.0,307.9,1493,46.1,173,0,0.0005894756,0.058947563,Low,Normal,0.00041302896,7.957347e-05,3.0725245e-05,0.00041302896,2.8311133e-05,No Major Risk Factor,정상 모니터링
9002,L56181,L,297.0,307.8,1500,39.9,175,0,0.0014889671,0.14889671,Low,Normal,0.0013615886,0.0013615886,2.5062987e-05,0.00047550313,2.1970412e-05,No Major Risk Factor,정상 모니터링
9003,L56182,L,297.1,307.8,1477,36.6,177,0,0.0013256599,0.13256599,Low,Normal,0.0005737074,0.0005737074,2.6631527e-05,0.0005078744,2.1970412e-05,No Major Risk Factor,정상 모니터링
