UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Max_Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action,Improvement_Failure_Type,Improvement_Point,Improvement_Goal,Control_Action,Improvement_Priority
9082,L56261,L,297.3,308.0,1527,35.1,165,0,0.0005216567,0.052165672,Low,Normal,0.0005046997,0.0005046997,2.7635791e-05,8.792305e-05,2.1284215e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0.0007408194,0.074081935,Low,Normal,0.00029472043,5.78391e-05,0.00029472043,6.9126254e-05,2.5352685e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9084,M23943,M,297.2,307.9,1541,35.7,169,0,0.0007988038,0.07988038,Low,Normal,0.00044225156,0.00044225156,3.1641674e-05,0.0002796028,1.845887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0.9994711,99.94711,Critical,PWF,0.9997863,0.000351638,0.00025753627,0.9997863,0.9997204,High Torque,즉시 점검 - High Torque,PWF,High Torque,고토크 운전 조건 관리,Torque 추세 및 고토크 발생 구간 모니터링,Critical
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0.00082753995,0.08275399,Low,Normal,0.00038758214,0.00012364451,0.00031332448,0.00038758214,7.464124e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9087,L56266,L,297.1,307.8,1428,43.7,179,0,0.0009052076,0.09052076,Low,Normal,0.00040738084,3.901559e-05,2.4255325e-05,0.00040738084,2.155865e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9088,L56267,L,297.1,307.8,1681,27.6,181,0,0.0031363636,0.31363636,Low,Normal,0.0004006657,0.0002371586,2.4563053e-05,0.0004006657,2.155865e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9089,M23948,M,297.1,307.9,1662,26.9,183,0,0.0032069755,0.32069755,Low,Normal,0.0007741842,0.0005117835,2.9495035e-05,0.0007741842,2.0104082e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0.005566044,0.5566044,Low,Normal,0.00025551266,0.000115489485,2.710252e-05,0.00025551266,2.4001869e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9091,M23950,M,297.2,307.9,1747,29.0,188,0,0.00082859216,0.08285922,Low,Normal,0.0008257716,0.00012869627,3.163772e-05,0.0008257716,2.1219848e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9092,M23951,M,297.2,308.0,1765,31.1,191,0,0.00043997815,0.043997813,Low,Normal,0.00062249,0.00015371725,3.163772e-05,0.00062249,2.1219848e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0.0007705425,0.07705425,Low,Normal,0.0004103342,0.0004103342,2.850796e-05,0.00021868719,2.4929139e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0.0010345397,0.103453964,Low,Normal,0.00079272303,0.00079272303,3.163772e-05,0.0003805386,2.1219848e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0.08092756,8.092756,Low,Normal,0.03749579,0.00937444,0.00026548104,0.00051897555,0.03749579,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0.0012345714,0.12345715,Low,Normal,0.0013935002,0.0013935002,2.555413e-05,0.00021799601,2.7581395e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0.01892618,1.8926181,Low,Normal,0.036957294,0.036957294,2.850796e-05,0.00020743324,3.2068117e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9098,L56277,L,297.3,308.1,1642,36.9,206,0,0.08789704,8.789704,Low,Normal,0.19133213,0.19133213,2.715522e-05,0.00020380596,5.2935266e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0.00030320024,0.030320024,Low,Normal,0.00024880233,9.249349e-06,5.6115197e-05,0.00024880233,2.4465427e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9100,H38513,H,297.3,308.1,1477,52.3,2,0,0.00037916945,0.037916943,Low,Normal,0.00028278853,9.298683e-06,5.5995137e-05,0.00028278853,5.5239518e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0.0006310768,0.063107684,Low,Normal,0.00010743354,2.0066273e-05,6.187406e-05,0.00010743354,7.887684e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9102,H38515,H,297.3,308.2,1653,31.4,9,0,0.00023221297,0.023221297,Low,Normal,0.00014971844,0.00014971844,3.904574e-05,0.000112249305,1.8915043e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0.00058002316,0.058002315,Low,Normal,0.00015391246,0.00015391246,3.51373e-05,8.075474e-05,2.1810212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9104,L56283,L,297.3,308.2,1490,41.0,16,0,0.0006443516,0.06443516,Low,Normal,8.6519365e-05,3.2887132e-05,3.0700205e-05,8.6519365e-05,2.1810212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9105,M23964,M,297.4,308.3,1550,47.8,18,0,0.00024730005,0.024730004,Low,Normal,0.0001558875,1.0950815e-05,2.7673477e-05,0.0001558875,2.876653e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0.00029391344,0.029391345,Low,Normal,0.00016549174,0.00016549174,3.8900198e-05,0.000141973,1.8915043e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0.0014066449,0.14066449,Low,Normal,0.00020202194,0.00020202194,3.51373e-05,7.1055714e-05,2.1810212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0.00036413278,0.03641328,Low,Normal,0.00019432355,0.0001860167,3.8900198e-05,0.00019432355,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0.0004964342,0.049643423,Low,Normal,0.00016561282,0.0001416455,3.8900198e-05,0.00016561282,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0.0002751752,0.02751752,Low,Normal,0.00013130934,0.00013130934,3.0700205e-05,8.815838e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9111,M23970,M,297.6,308.6,1389,49.0,34,0,0.0011343613,0.113436125,Low,Normal,0.00017024956,2.2694763e-05,6.3392086e-05,0.00017024956,1.8352219e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0.0011164555,0.11164555,Low,Normal,0.00019883874,1.6125889e-05,0.00019883874,8.883213e-05,2.3967401e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0.00044996757,0.044996757,Low,Normal,0.00016049118,7.276477e-05,3.5645575e-05,0.00016049118,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0.00029880676,0.029880676,Low,Normal,0.00020394941,0.00020394941,3.2197495e-05,6.984572e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0.00053577236,0.053577237,Low,Normal,0.000114781025,0.000114781025,2.7314327e-05,7.320352e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0.0038569628,0.3856963,Low,Normal,0.00010523662,1.0484092e-05,2.3388977e-05,0.00010523662,1.8464749e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0.00021566771,0.021566771,Low,Normal,0.000106173524,0.000106173524,3.2722513e-05,7.903653e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0.0008453956,0.08453956,Low,Normal,0.00010887251,7.5964003e-06,2.3388977e-05,0.00010887251,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0.0003761589,0.037615888,Low,Normal,6.0938844e-05,9.022329e-06,1.6949776e-05,6.0938844e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0.00049621635,0.049621634,Low,Normal,0.00023425797,0.00023425797,3.1273616e-05,0.00023230068,1.8915043e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0.00057660433,0.057660434,Low,Normal,0.00013319425,0.00013319425,2.7314327e-05,6.458389e-05,2.1810212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9122,L56301,L,297.3,308.3,1396,45.9,64,0,0.0061679515,0.6167951,Low,Normal,4.641129e-05,4.641129e-05,1.6949776e-05,3.6815713e-05,1.9914314e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0.00041306854,0.041306853,Low,Normal,6.3057225e-05,1.9024872e-05,1.6949776e-05,6.3057225e-05,2.1810212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0.00022697475,0.022697475,Low,Normal,3.5388093e-05,1.3321549e-05,2.1119611e-05,3.5388093e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0.00048631613,0.048631612,Low,Normal,4.430937e-05,1.3022966e-05,4.430937e-05,3.286998e-05,2.459214e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0.000111338486,0.011133849,Low,Normal,9.827674e-05,9.827674e-05,2.655998e-05,6.599737e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0.0002881756,0.028817559,Low,Normal,3.5388093e-05,2.5311614e-05,2.369988e-05,3.5388093e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0.00048826815,0.048826814,Low,Normal,0.000568234,0.000568234,2.655998e-05,0.00013997548,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0.00023657885,0.023657884,Low,Normal,8.9652145e-05,5.6199465e-06,2.9006243e-05,8.9652145e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0.00046686523,0.046686523,Low,Normal,0.00023303008,0.00023303008,2.8833187e-05,7.013318e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0.00019060024,0.019060025,Low,Normal,0.00010813841,0.00010813841,2.8833187e-05,7.013318e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0.0007207024,0.07207024,Low,Normal,5.37184e-05,6.7480964e-06,2.4606006e-05,5.37184e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0.00026911663,0.026911663,Low,Normal,0.00021674071,5.247548e-06,3.13677e-05,0.00021674071,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0.0004483793,0.04483793,Low,Normal,0.00018311167,7.675784e-06,2.6040316e-05,0.00018311167,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0.002326922,0.2326922,Low,Normal,0.00018311167,0.00013085487,2.9096645e-05,0.00018311167,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0.0003984071,0.03984071,Low,Normal,0.00020855333,4.567675e-05,5.4893302e-05,0.00020855333,2.0617857e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0.0012728112,0.12728111,Low,Normal,0.00023625314,0.00023625314,2.8446884e-05,0.00017452502,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0.00046772248,0.04677225,Low,Normal,0.00030074536,0.00030074536,2.8446884e-05,0.00017452502,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0.00045594742,0.04559474,Low,Normal,0.00017874994,0.000104896775,2.7656328e-05,0.00017874994,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0.00044952234,0.044952232,Low,Normal,0.0001900047,8.8573295e-05,2.7656328e-05,0.0001900047,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0.0033011024,0.33011025,Low,Normal,0.00023316007,0.00023316007,0.00015397265,0.00018054423,1.9251496e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0.00053239777,0.053239778,Low,Normal,0.0001900047,9.296154e-05,2.8292754e-05,0.0001900047,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0.00024179625,0.024179626,Low,Normal,0.00016454153,6.436445e-05,2.9062952e-05,0.00016454153,2.0575802e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0.000758007,0.0758007,Low,Normal,0.0003041174,2.2997318e-05,2.2497463e-05,0.0003041174,2.0575802e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0.00095564267,0.09556427,Low,Normal,0.00054593425,3.0958246e-05,2.8303224e-05,0.00054593425,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0.0004633611,0.04633611,Low,Normal,0.00015059311,0.00012839388,2.8292754e-05,0.00015059311,2.0575802e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0.0004538184,0.04538184,Low,Normal,0.00023309917,3.3327626e-05,2.4719959e-05,0.00023309917,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0.0021340228,0.21340227,Low,Normal,0.000342441,0.000342441,2.9766217e-05,0.00017133515,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0.0011341717,0.11341717,Low,Normal,0.00023865979,0.00019123848,2.9105611e-05,0.00023865979,1.9251496e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0.0005368211,0.053682107,Low,Normal,0.00039917658,1.7195787e-05,4.262824e-05,0.00039917658,2.0617857e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9151,M24010,M,297.5,308.6,1347,57.0,132,0,0.0012702921,0.12702921,Low,Normal,0.00024137108,3.8587255e-05,0.00012793986,0.00024137108,5.907358e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0.00032844397,0.0328444,Low,Normal,0.0002522519,1.9422534e-05,2.413182e-05,0.0002522519,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0.00079587096,0.079587094,Low,Normal,0.00044803598,2.6371821e-05,0.00044803598,0.00016778773,2.4249104e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0.00021074737,0.021074736,Low,Normal,0.00029000128,0.00029000128,2.8292754e-05,0.00015607296,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0.00021393794,0.021393793,Low,Normal,0.00022037783,0.00010143929,2.9105611e-05,0.00022037783,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0.0014562835,0.14562835,Low,Normal,8.379595e-05,2.5130672e-05,8.379595e-05,7.633659e-05,7.809993e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0.0010186305,0.10186305,Low,Normal,0.00035077837,4.287812e-05,0.00035077837,0.00013454723,3.346505e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0.0005177665,0.05177665,Low,Normal,0.00010461029,8.660192e-06,3.762285e-05,0.00010461029,4.228752e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0.0006025841,0.06025841,Low,Normal,0.00012814302,1.0478754e-05,2.6698408e-05,0.00012814302,1.8915043e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0.00019068821,0.01906882,Low,Normal,0.00016513282,0.00014805685,3.0293018e-05,0.00016513282,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9161,H38574,H,297.5,308.5,1671,28.0,158,0,0.0027480505,0.27480504,Low,Normal,0.00042290034,0.00042290034,2.8347065e-05,7.327328e-05,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0.0040817983,0.40817982,Low,Normal,0.0003488659,0.0003488659,2.9498719e-05,0.00013176,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0.00068580505,0.06858051,Low,Normal,0.00016133199,0.00012922948,3.0698564e-05,0.00016133199,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0.0019957817,0.19957817,Low,Normal,0.00013990463,3.1125535e-05,2.114807e-05,0.00013990463,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0.013003043,1.3003043,Low,Normal,0.001177108,0.00066697365,2.5948346e-05,0.001177108,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0.14832363,14.832362,Low,Normal,0.054510638,0.00020686245,0.00025231563,0.00034759194,0.054510638,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0.00030927162,0.030927163,Low,Normal,0.00060917804,5.1095383e-05,3.9486018e-05,0.00060917804,7.774875e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0.00090282416,0.09028242,Low,Normal,0.0005909582,0.00034516698,3.264434e-05,0.0005909582,1.6647626e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0.0013516782,0.13516782,Low,Normal,0.0003484833,0.00013648994,2.9201026e-05,0.0003484833,1.6647626e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0.0027801276,0.27801275,Low,Normal,0.002934935,0.002934935,2.576091e-05,0.00021322678,2.4595025e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0.00058571325,0.058571324,Low,Normal,0.00040199902,1.0890618e-05,2.101095e-05,0.00040199902,2.5545212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0.0013960333,0.13960333,Low,Normal,0.0004383252,0.00016813782,2.9837438e-05,0.0004383252,1.954459e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0.0014535208,0.14535208,Low,Normal,0.00089062,0.00089062,2.7632335e-05,0.0002394251,2.5545212e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0.00028784637,0.028784636,Low,Normal,0.00038661237,0.00038661237,3.175609e-05,0.00025859353,2.1744252e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9175,L56354,L,297.8,308.9,1871,25.6,200,1,0.0033606582,0.33606583,Low,Normal,0.99633753,0.99633753,2.650103e-05,0.00020198533,2.584938e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0.996714,99.6714,Critical,PWF,0.9996854,3.0389341e-05,5.9395275e-05,0.9996854,0.0001611037,High Torque,즉시 점검 - High Torque,PWF,High Torque,고토크 운전 조건 관리,Torque 추세 및 고토크 발생 구간 모니터링,Critical
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0.00019225244,0.019225243,Low,Normal,0.0002078819,3.0965748e-05,3.0700205e-05,0.0002078819,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
